ItemName,Brand,BrandHash,ProductName,CompanyURL,ItemHash,MPN,UPC,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,Cat_0,Cat_1,Cat_2,ProductHash,Price,Cost,ListPrice,dt,ImageURL,Availability,OnSale,Inventory,Conversion_PCT,UnitsSold,Revenue,feature_6,feature_7,feature_8
Realme 6i (Eclipse Black  64 GB),Realme,-606072778,Realme 6i ,https://www.flipkart.com,1157924675,1157924675,1157924675,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,4300 mAh Battery,MediaTek Helio G90T Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-2044903255,14999,12899,15999,17082020,https://www.flipkart.com\/realme-6i-eclipse-black-64-gb/p/itm0201cc97a2f61?pid=MOBFTAYNHQKJAPYF&lid=LSTMOBFTAYNHQKJAPYFJJT6ZI&marketplace=FLIPKART&srno=b_1_1&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=5c52c357-d073-4db8-9c6e-3e4f94b18fe2.MOBFTAYNHQKJAPYF.SEARCH&ssid=rg919xim000000001597649593578,1,1,48,0.32355738190316174,25,868326,,,
Realme 6i (Lunar White  64 GB),Realme,-606072778,Realme 6i ,https://www.flipkart.com,184665912,184665912,184665912,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,4300 mAh Battery,MediaTek Helio G90T Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-2044903255,12999,12219,14999,17082020,https://www.flipkart.com\/realme-6i-lunar-white-64-gb/p/itm0201cc97a2f61?pid=MOBFTAYNHTWGSWJ9&lid=LSTMOBFTAYNHTWGSWJ92T90VL&marketplace=FLIPKART&srno=b_1_2&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=5c52c357-d073-4db8-9c6e-3e4f94b18fe2.MOBFTAYNHTWGSWJ9.SEARCH&ssid=rg919xim000000001597649593578,1,1,15,0.49248186618276013,19,232488,,,
Realme 6i (Lunar White  64 GB),Realme,-606072778,Realme 6i ,https://www.flipkart.com,184665912,184665912,184665912,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,4300 mAh Battery,MediaTek Helio G90T Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-2044903255,14999,13199,15999,17082020,https://www.flipkart.com\/realme-6i-lunar-white-64-gb/p/itm0201cc97a2f61?pid=MOBFTAYNJCYXTYM9&lid=LSTMOBFTAYNJCYXTYM9TBWACV&marketplace=FLIPKART&srno=b_1_3&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=5c52c357-d073-4db8-9c6e-3e4f94b18fe2.MOBFTAYNJCYXTYM9.SEARCH&ssid=rg919xim000000001597649593578,1,1,21,0.881817214110224,22,527117,,,
Realme 6i (Eclipse Black  64 GB),Realme,-606072778,Realme 6i ,https://www.flipkart.com,1157924675,1157924675,1157924675,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,4300 mAh Battery,MediaTek Helio G90T Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-2044903255,12999,12089,14999,17082020,https://www.flipkart.com\/realme-6i-eclipse-black-64-gb/p/itm0201cc97a2f61?pid=MOBFTAYNKMEGWUKJ&lid=LSTMOBFTAYNKMEGWUKJFGBGKG&marketplace=FLIPKART&srno=b_1_4&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=5c52c357-d073-4db8-9c6e-3e4f94b18fe2.MOBFTAYNKMEGWUKJ.SEARCH&ssid=rg919xim000000001597649593578,1,1,30,0.017853179900388927,11,596557,,,
Realme 5i (Aqua Blue  64 GB),Realme,-606072778,Realme 5i ,https://www.flipkart.com,-427977791,-427977791,-427977791,4 GB RAM | 64 GB ROM,16.56 cm (6.52 inch) HD+ Display,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 665 2 GHz Processor,Sunrise Design,Home,Mobiles & Accessories,Mobiles,1224823248,10999,10449,10350,17082020,https://www.flipkart.com\/realme-5i-aqua-blue-64-gb/p/itmdac0da867a9fa?pid=MOBFNG3GZXCV63BE&lid=LSTMOBFNG3GZXCV63BEMPJERT&marketplace=FLIPKART&srno=b_1_5&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=5c52c357-d073-4db8-9c6e-3e4f94b18fe2.MOBFNG3GZXCV63BE.SEARCH&ssid=rg919xim000000001597649593578,1,1,14,0.9715732527362269,19,716360,Reverse Charging,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,
Realme 5i (Forest Green  128 GB),Realme,-606072778,Realme 5i ,https://www.flipkart.com,557230711,557230711,557230711,4 GB RAM | 128 GB ROM,16.56 cm (6.52 inch) HD+ Display,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 665 (2 GHz) Processor,Sunrise Design,Home,Mobiles & Accessories,Mobiles,1224823248,11999,10079,11300,17082020,https://www.flipkart.com\/realme-5i-forest-green-128-gb/p/itmdac0da867a9fa?pid=MOBFP6W53WMJVX7G&lid=LSTMOBFP6W53WMJVX7G3CHKF8&marketplace=FLIPKART&srno=b_1_6&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=5c52c357-d073-4db8-9c6e-3e4f94b18fe2.MOBFP6W53WMJVX7G.SEARCH&ssid=rg919xim000000001597649593578,1,1,22,0.7845387572502626,11,875828,Reverse Charging,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,
Realme 5i (Aqua Blue  128 GB),Realme,-606072778,Realme 5i ,https://www.flipkart.com,-1316285792,-1316285792,-1316285792,4 GB RAM | 128 GB ROM,16.56 cm (6.52 inch) HD+ Display,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 665 (2 GHz) Processor,Sunrise Design,Home,Mobiles & Accessories,Mobiles,1224823248,11999,11399,11300,17082020,https://www.flipkart.com\/realme-5i-aqua-blue-128-gb/p/itmdac0da867a9fa?pid=MOBFP6W584RNB3HH&lid=LSTMOBFP6W584RNB3HHZNLRJ5&marketplace=FLIPKART&srno=b_1_7&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=5c52c357-d073-4db8-9c6e-3e4f94b18fe2.MOBFP6W584RNB3HH.SEARCH&ssid=rg919xim000000001597649593578,1,1,26,0.7893215354432268,42,971232,Reverse Charging,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,
Realme 5i (Forest Green  64 GB),Realme,-606072778,Realme 5i ,https://www.flipkart.com,-1166448836,-1166448836,-1166448836,4 GB RAM | 64 GB ROM,16.56 cm (6.52 inch) HD+ Display,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 665 2 GHz Processor,Sunrise Design,Home,Mobiles & Accessories,Mobiles,1224823248,10999,9349,10350,17082020,https://www.flipkart.com\/realme-5i-forest-green-64-gb/p/itmdac0da867a9fa?pid=MOBFNG3GNW3BU2XE&lid=LSTMOBFNG3GNW3BU2XERAL9TG&marketplace=FLIPKART&srno=b_1_8&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=5c52c357-d073-4db8-9c6e-3e4f94b18fe2.MOBFNG3GNW3BU2XE.SEARCH&ssid=rg919xim000000001597649593578,1,1,44,0.49155154027836956,17,980847,Reverse Charging,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,
Realme C11 (Rich Grey  32 GB),Realme,-606072778,Realme C11 ,https://www.flipkart.com,941275396,941275396,941275396,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,5000 mAh Battery,Mediatek Helio G35 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-957667228,7499,6299,8999,17082020,https://www.flipkart.com\/realme-c11-rich-grey-32-gb/p/itm831d19fd9cdc4?pid=MOBFTAYBBVKFEGTZ&lid=LSTMOBFTAYBBVKFEGTZGKVKF9&marketplace=FLIPKART&srno=b_1_9&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=5c52c357-d073-4db8-9c6e-3e4f94b18fe2.MOBFTAYBBVKFEGTZ.SEARCH&ssid=rg919xim000000001597649593578,1,1,24,0.49260207973216263,36,820759,,,
Realme C11 (Rich Green  32 GB),Realme,-606072778,Realme C11 ,https://www.flipkart.com,657478903,657478903,657478903,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,5000 mAh Battery,Mediatek Helio G35 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-957667228,7499,7049,8999,17082020,https://www.flipkart.com\/realme-c11-rich-green-32-gb/p/itm831d19fd9cdc4?pid=MOBFTAYBSAMB6X4F&lid=LSTMOBFTAYBSAMB6X4FGFA8AD&marketplace=FLIPKART&srno=b_1_10&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=5c52c357-d073-4db8-9c6e-3e4f94b18fe2.MOBFTAYBSAMB6X4F.SEARCH&ssid=rg919xim000000001597649593578,1,1,21,0.6575095755232552,37,857660,,,
