ItemName,Brand,BrandHash,ProductName,CompanyURL,ItemHash,MPN,UPC,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,Cat_0,Cat_1,Cat_2,ProductHash,Price,Cost,ListPrice,dt,ImageURL,Availability,OnSale,Inventory,Conversion_PCT,UnitsSold,Revenue,feature_6,feature_7,feature_8
Realme C3 (Volcano Grey  32 GB),Realme,10465780,Realme C3 ,https://www.flipkart.com,552879091,552879091,552879091,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,12MP + 2MP | 5MP Front Camera,5000 mAh Battery,Helio G70 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,2020440072,8999,7469,8450,13082020,https://www.flipkart.com\/realme-c3-volcano-grey-32-gb/p/itm58bf81a807d66?pid=MOBFTPFFBMNRSNW4&lid=LSTMOBFTPFFBMNRSNW4PHBGBL&marketplace=FLIPKART&srno=b_1_1&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=f61636a3-7cdf-4b8e-adf5-275651961519.MOBFTPFFBMNRSNW4.SEARCH&ssid=6mxha1mdq80000001597332214571,1,1,39,0.08441016663260725,21,799401,,,
Realme C3 (Frozen Blue  64 GB),Realme,10465780,Realme C3 ,https://www.flipkart.com,-1063172033,-1063172033,-1063172033,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,12MP + 2MP | 5MP Front Camera,5000 mAh Battery,Helio G70 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,2020440072,9999,9199,9450,13082020,https://www.flipkart.com\/realme-c3-frozen-blue-64-gb/p/itm58bf81a807d66?pid=MOBFZHC5QRBG2BSR&lid=LSTMOBFZHC5QRBG2BSRYU9DNF&marketplace=FLIPKART&srno=b_1_2&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=f61636a3-7cdf-4b8e-adf5-275651961519.MOBFZHC5QRBG2BSR.SEARCH&ssid=6mxha1mdq80000001597332214571,1,1,10,0.8916545649062647,40,311512,,,
Realme C3 (Frozen Blue  32 GB),Realme,10465780,Realme C3 ,https://www.flipkart.com,-797681152,-797681152,-797681152,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,12MP + 2MP | 5MP Front Camera,5000 mAh Battery,Helio G70 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,2020440072,8999,8279,8450,13082020,https://www.flipkart.com\/realme-c3-frozen-blue-32-gb/p/itm58bf81a807d66?pid=MOBFZHC5HAGKGBBW&lid=LSTMOBFZHC5HAGKGBBWJH2HLH&marketplace=FLIPKART&srno=b_1_3&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=f61636a3-7cdf-4b8e-adf5-275651961519.MOBFZHC5HAGKGBBW.SEARCH&ssid=6mxha1mdq80000001597332214571,1,1,47,0.42535210370760623,27,321839,,,
Realme C11 (Rich Grey  32 GB),Realme,10465780,Realme C11 ,https://www.flipkart.com,1864415136,1864415136,1864415136,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,5000 mAh Battery,Mediatek Helio G35 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-1561227029,7499,6674,8999,13082020,https://www.flipkart.com\/realme-c11-rich-grey-32-gb/p/itm831d19fd9cdc4?pid=MOBFTAYBBVKFEGTZ&lid=LSTMOBFTAYBBVKFEGTZGKVKF9&marketplace=FLIPKART&srno=b_1_4&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=f61636a3-7cdf-4b8e-adf5-275651961519.MOBFTAYBBVKFEGTZ.SEARCH&ssid=6mxha1mdq80000001597332214571,1,1,46,0.9418936708445145,34,940192,,,
Realme C11 (Rich Green  32 GB),Realme,10465780,Realme C11 ,https://www.flipkart.com,-1245826783,-1245826783,-1245826783,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,5000 mAh Battery,Mediatek Helio G35 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-1561227029,7499,6074,8999,13082020,https://www.flipkart.com\/realme-c11-rich-green-32-gb/p/itm831d19fd9cdc4?pid=MOBFTAYBSAMB6X4F&lid=LSTMOBFTAYBSAMB6X4FGFA8AD&marketplace=FLIPKART&srno=b_1_5&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=f61636a3-7cdf-4b8e-adf5-275651961519.MOBFTAYBSAMB6X4F.SEARCH&ssid=6mxha1mdq80000001597332214571,1,1,27,0.5504882987925129,40,182124,,,
Realme 6i (Lunar White  64 GB),Realme,10465780,Realme 6i ,https://www.flipkart.com,1424841188,1424841188,1424841188,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,4300 mAh Battery,MediaTek Helio G90T Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1706913062,14999,13349,15999,13082020,https://www.flipkart.com\/realme-6i-lunar-white-64-gb/p/itm0201cc97a2f61?pid=MOBFTAYNJCYXTYM9&lid=LSTMOBFTAYNJCYXTYM9TBWACV&marketplace=FLIPKART&srno=b_1_6&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=f61636a3-7cdf-4b8e-adf5-275651961519.MOBFTAYNJCYXTYM9.SEARCH&ssid=6mxha1mdq80000001597332214571,1,1,39,0.4317664697331546,34,624488,,,
Realme 6i (Eclipse Black  64 GB),Realme,10465780,Realme 6i ,https://www.flipkart.com,-49596606,-49596606,-49596606,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,4300 mAh Battery,MediaTek Helio G90T Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1706913062,14999,14099,15999,13082020,https://www.flipkart.com\/realme-6i-eclipse-black-64-gb/p/itm0201cc97a2f61?pid=MOBFTAYNHQKJAPYF&lid=LSTMOBFTAYNHQKJAPYFJJT6ZI&marketplace=FLIPKART&srno=b_1_7&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=f61636a3-7cdf-4b8e-adf5-275651961519.MOBFTAYNHQKJAPYF.SEARCH&ssid=6mxha1mdq80000001597332214571,1,1,21,0.05448646489684372,41,738360,,,
Realme 6i (Lunar White  64 GB),Realme,10465780,Realme 6i ,https://www.flipkart.com,1424841188,1424841188,1424841188,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,4300 mAh Battery,MediaTek Helio G90T Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1706913062,12999,11179,14999,13082020,https://www.flipkart.com\/realme-6i-lunar-white-64-gb/p/itm0201cc97a2f61?pid=MOBFTAYNHTWGSWJ9&lid=LSTMOBFTAYNHTWGSWJ92T90VL&marketplace=FLIPKART&srno=b_1_8&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=f61636a3-7cdf-4b8e-adf5-275651961519.MOBFTAYNHTWGSWJ9.SEARCH&ssid=6mxha1mdq80000001597332214571,1,1,42,0.9878295070931367,44,279379,,,
Realme 6i (Eclipse Black  64 GB),Realme,10465780,Realme 6i ,https://www.flipkart.com,-49596606,-49596606,-49596606,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,4300 mAh Battery,MediaTek Helio G90T Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1706913062,12999,10919,14999,13082020,https://www.flipkart.com\/realme-6i-eclipse-black-64-gb/p/itm0201cc97a2f61?pid=MOBFTAYNKMEGWUKJ&lid=LSTMOBFTAYNKMEGWUKJFGBGKG&marketplace=FLIPKART&srno=b_1_9&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=f61636a3-7cdf-4b8e-adf5-275651961519.MOBFTAYNKMEGWUKJ.SEARCH&ssid=6mxha1mdq80000001597332214571,1,1,49,0.40544931310766863,13,228765,,,
Realme 6 (Comet Blue  64 GB),Realme,10465780,Realme 6 ,https://www.flipkart.com,-248829750,-248829750,-248829750,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,4300 mAh Battery,MediaTek Helio G90T Processor,90 Hz Ultra Smooth Display,Home,Mobiles & Accessories,Mobiles,-585134980,15999,14239,17999,13082020,https://www.flipkart.com\/realme-6-comet-blue-64-gb/p/itma64226eb3e2d2?pid=MOBFTAZ5CXWPRYKW&lid=LSTMOBFTAZ5CXWPRYKWM7V5HX&marketplace=FLIPKART&srno=b_1_10&otracker=nmenu_sub_Electronics_0_Realme&fm=organic&iid=f61636a3-7cdf-4b8e-adf5-275651961519.MOBFTAZ5CXWPRYKW.SEARCH&ssid=6mxha1mdq80000001597332214571,1,1,42,0.3855924833779856,24,538141,30 W Flash Charge,Side Fingerprint Sensor,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
